,주문자ID,상품구매금액,나이,성별,유입경로,유입기기,사업자구분,회원구분,가입-최종주문기간,AgeGroup,region
2582,pkh8869,2075510,32,여자,이메일광고,PC,사업자,사업자,401,30-34,경상북도
2583,pkl3281,783800,21,여자,잡지광고,모바일,사업자,사업자,383,20-24,대구광역시
2584,pkm2900,75390,44,남자,기타,모바일,사업자,사업자,0,40-44,제주특별자치도
2585,pks4228,194000,31,남자,전단지광고,모바일,사업자,사업자,98,30-34,경기도
2586,pkulyb,1430310,40,남자,SNS광고,모바일,사업자,사업자,88,40-44,경기도
2587,planet129,85440,44,남자,지인추천,PC,사업자,사업자,0,40-44,경상남도
2588,plmnko78,363200,47,남자,기타,모바일,개인,일반,16,45-49,부산광역시
2589,pm7577,1356650,46,남자,전단지광고,모바일,사업자,사업자,87,45-49,경상북도
2590,pmg9949,5534280,40,남자,지인추천,PC,사업자,사업자,343,40-44,경기도
2591,pmheungdeok,220810,39,여자,잡지광고,PC,사업자,사업자,106,35-39,경기도
2592,pmj4512,3216680,28,남자,카카오톡광고,모바일,사업자,사업자,355,25-29,부산광역시
2593,pmn3937,35900,44,남자,SNS광고,모바일,사업자,사업자,0,40-44,대구광역시
2594,pms9205,355360,46,남자,SNS광고,모바일,사업자,사업자,0,45-49,대구광역시
2595,pnj1052,391440,34,남자,인터넷검색,PC,사업자,일반,128,30-34,경기도
2596,pno0037,120000,45,남자,기타,PC,사업자,사업자,0,45-49,강원도
2597,pooh2438,25200,44,남자,전단지광고,PC,사업자,사업자,0,40-44,경기도
2598,pooh8272,369490,40,남자,지인추천,모바일,사업자,사업자,67,40-44,경기도
2599,popo8956,147670,31,여자,카카오톡광고,모바일,사업자,사업자,0,30-34,부산광역시
2600,poro101,288600,43,남자,전단지광고,PC,사업자,사업자,13,40-44,부산광역시
2601,pp001,223850,32,남자,이메일광고,PC,개인,전화주문 고객,38,30-34,부산광역시
2602,pp002,2692550,40,남자,인터넷기사광고,PC,개인,전화주문 고객,465,40-44,경기도
2603,pp003,197000,33,남자,이메일광고,PC,개인,전화주문 고객,0,30-34,경상북도
2604,pp004,411740,24,남자,이메일광고,PC,개인,전화주문 고객,475,20-24,경기도
2605,pp005,452400,33,남자,이메일광고,PC,개인,전화주문 고객,198,30-34,경기도
2606,pp008,1521600,28,남자,이메일광고,PC,사업자,전화주문 고객,469,25-29,경기도
2607,pp009,136180,33,남자,이메일광고,PC,개인,전화주문 고객,0,30-34,경기도
2608,pp010,941490,35,남자,이메일광고,PC,개인,전화주문 고객,392,35-39,부산광역시
2609,pp0102,355570,22,남자,이메일광고,PC,개인,전화주문 고객,362,20-24,전라남도
2610,pp0106,772410,27,남자,이메일광고,PC,개인,전화주문 고객,350,25-29,경기도
2611,pp0110,165400,31,남자,이메일광고,PC,개인,전화주문 고객,119,30-34,서울특별시
2612,pp0112,80000,32,남자,이메일광고,PC,개인,전화주문 고객,0,30-34,대전광역시
2613,pp013,118850,32,남자,이메일광고,PC,개인,전화주문 고객,0,30-34,인천광역시
2614,pp014,441070,33,남자,이메일광고,PC,개인,전화주문 고객,415,30-34,울산광역시
2615,pp015,393090,30,남자,이메일광고,PC,개인,전화주문 고객,393,30-34,경상북도
2616,pp016,564590,34,남자,이메일광고,PC,개인,전화주문 고객,352,30-34,경상북도
2617,pp018,491830,53,남자,잡지광고,PC,개인,전화주문 고객,2,50-54,대전광역시
2618,pp020,2198020,42,남자,지인추천,PC,사업자,전화주문 고객,467,40-44,경기도
2619,pp021,232100,33,남자,기타,PC,개인,전화주문 고객,0,30-34,충청북도
2620,pp022,56980,32,남자,이메일광고,PC,개인,전화주문 고객,0,30-34,광주광역시
2621,pp023,1219670,41,남자,잡지광고,PC,사업자,전화주문 고객,363,40-44,부산광역시
2622,pp024,1462030,67,남자,인터넷기사광고,PC,개인,전화주문 고객,484,65-69,경상북도
2623,pp025,385550,27,남자,이메일광고,PC,개인,전화주문 고객,295,25-29,대구광역시
2624,pp026,619380,21,남자,이메일광고,PC,개인,전화주문 고객,475,20-24,충청남도
2625,pp028,648510,36,남자,이메일광고,PC,개인,전화주문 고객,198,35-39,세종특별자치시
2626,pp029,84700,32,남자,이메일광고,PC,개인,전화주문 고객,0,30-34,울산광역시
2627,pp030,618780,31,남자,이메일광고,PC,개인,전화주문 고객,271,30-34,충청남도
2628,pp031,96850,32,남자,이메일광고,PC,개인,전화주문 고객,0,30-34,제주특별자치도
2629,pp032,3086710,22,남자,이메일광고,PC,개인,전화주문 고객,482,20-24,서울특별시
2630,pp033,70000,32,남자,이메일광고,PC,개인,전화주문 고객,0,30-34,강원도
2631,pp034,1184060,42,남자,블로그광고,PC,개인,전화주문 고객,398,40-44,경기도
2632,pp035,433080,33,남자,이메일광고,PC,개인,전화주문 고객,41,30-34,강원도
2633,pp036,3642695,40,남자,인터넷기사광고,PC,개인,전화주문 고객,447,40-44,충청북도
2634,pp037,1871010,48,남자,블로그광고,PC,개인,전화주문 고객,472,45-49,서울특별시
2635,pp038,157700,31,남자,이메일광고,PC,개인,전화주문 고객,63,30-34,강원도
2636,pp039,5119190,40,남자,지인추천,PC,개인,전화주문 고객,459,40-44,서울특별시
2637,pp041,74800,32,남자,이메일광고,PC,개인,전화주문 고객,0,30-34,경기도
2638,pp042,6448760,40,남자,인터넷기사광고,PC,사업자,전화주문 고객,464,40-44,경기도
2639,pp044,505060,31,남자,이메일광고,PC,개인,전화주문 고객,448,30-34,강원도
2640,pp045,70400,32,남자,이메일광고,PC,개인,전화주문 고객,0,30-34,전라북도
2641,pp047,53900,32,남자,이메일광고,PC,개인,전화주문 고객,0,30-34,강원도
2642,pp048,1166700,51,남자,블로그광고,PC,개인,전화주문 고객,111,50-54,경기도
2643,pp050,3803620,25,남자,잡지광고,PC,개인,전화주문 고객,445,25-29,전라북도
2644,pp051,103400,32,남자,이메일광고,PC,개인,전화주문 고객,0,30-34,경기도
2645,pp052,379550,31,남자,이메일광고,PC,개인,전화주문 고객,343,30-34,경기도
2646,pp053,803750,34,남자,이메일광고,PC,개인,전화주문 고객,448,30-34,경기도
2647,pp054,1000500,34,남자,이메일광고,PC,개인,전화주문 고객,393,30-34,충청남도
2648,pp055,653800,38,남자,잡지광고,PC,개인,전화주문 고객,153,35-39,서울특별시
2649,pp056,1953870,48,남자,블로그광고,PC,개인,전화주문 고객,293,45-49,충청남도
2650,pp057,838090,37,남자,신문광고,PC,개인,전화주문 고객,376,35-39,충청북도
2651,pp058,75900,40,남자,인터넷기사광고,PC,개인,전화주문 고객,0,40-44,경상남도
2652,pp060,966890,21,남자,잡지광고,PC,개인,전화주문 고객,436,20-24,서울특별시
2653,pp061,241400,31,남자,이메일광고,PC,개인,전화주문 고객,256,30-34,전라남도
2654,pp062,1291050,32,남자,이메일광고,PC,개인,전화주문 고객,429,30-34,강원도
2655,pp065,116600,32,남자,이메일광고,PC,개인,전화주문 고객,0,30-34,세종특별자치시
2656,pp066,2038250,40,남자,인터넷기사광고,PC,개인,전화주문 고객,457,40-44,경상남도
2657,pp068,381700,35,남자,잡지광고,PC,개인,전화주문 고객,0,35-39,강원도
2658,pp069,72600,32,남자,이메일광고,PC,개인,전화주문 고객,0,30-34,경상남도
2659,pp070,49500,32,남자,이메일광고,PC,개인,전화주문 고객,0,30-34,전라남도
2660,pp071,70000,32,남자,이메일광고,PC,개인,전화주문 고객,0,30-34,강원도
2661,pp072,643810,25,남자,이메일광고,PC,개인,전화주문 고객,365,25-29,서울특별시
2662,pp073,358900,35,남자,이메일광고,PC,개인,전화주문 고객,0,35-39,서울특별시
2663,pp074,1942170,24,남자,이메일광고,PC,개인,전화주문 고객,463,20-24,충청남도
2664,pp077,2781590,40,남자,인터넷기사광고,PC,개인,전화주문 고객,459,40-44,경기도
2665,pp078,68200,32,남자,이메일광고,PC,개인,전화주문 고객,0,30-34,강원도
2666,pp079,102100,31,남자,이메일광고,PC,개인,전화주문 고객,15,30-34,충청남도
2667,pp080,1175470,29,남자,이메일광고,PC,개인,전화주문 고객,332,25-29,세종특별자치시
2668,pp081,129250,33,남자,이메일광고,PC,개인,전화주문 고객,0,30-34,대구광역시
2669,pp082,1790680,52,남자,블로그광고,PC,개인,전화주문 고객,393,50-54,대구광역시
2670,pp083,819280,30,남자,이메일광고,PC,개인,전화주문 고객,391,30-34,서울특별시
2671,pp084,376410,27,남자,이메일광고,PC,개인,전화주문 고객,308,25-29,충청남도
2672,pp085,779940,33,남자,이메일광고,PC,개인,전화주문 고객,352,30-34,서울특별시
2673,pp086,663540,46,남자,블로그광고,PC,개인,전화주문 고객,431,45-49,충청남도
2674,pp087,316800,34,남자,이메일광고,PC,개인,전화주문 고객,0,30-34,강원도
2675,pp088,296370,33,남자,잡지광고,PC,개인,전화주문 고객,226,30-34,경상북도
2676,pp090,49500,32,남자,이메일광고,PC,개인,전화주문 고객,0,30-34,울산광역시
2677,pp091,94600,32,남자,이메일광고,PC,개인,전화주문 고객,0,30-34,경상남도
2678,pp092,471250,28,남자,이메일광고,PC,개인,전화주문 고객,358,25-29,강원도
2679,pp093,617100,33,남자,이메일광고,PC,개인,전화주문 고객,209,30-34,강원도
2680,pp094,636360,30,남자,이메일광고,PC,개인,전화주문 고객,342,30-34,경기도
2681,pp095,199300,28,남자,이메일광고,PC,개인,전화주문 고객,362,25-29,서울특별시
2682,pp096,385670,31,남자,이메일광고,PC,사업자,전화주문 고객,383,30-34,경상남도
2683,pp097,1309190,43,남자,블로그광고,PC,개인,전화주문 고객,442,40-44,전라북도
2684,pp098,908800,30,남자,이메일광고,PC,개인,전화주문 고객,398,30-34,부산광역시
2685,pp099,409830,25,남자,이메일광고,PC,개인,전화주문 고객,405,25-29,충청북도
2686,pp100,3540450,49,남자,기타,PC,개인,전화주문 고객,408,45-49,서울특별시
2687,pp1000,473600,26,남자,유튜브광고,PC,개인,전화주문 고객,166,25-29,충청남도
2688,pp1001,179190,32,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,전라남도
2689,pp1002,110220,32,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,인천광역시
2690,pp1003,113520,29,남자,전단지광고,PC,개인,전화주문 고객,50,25-29,경상남도
2691,pp1004,759560,40,남자,유튜브광고,PC,개인,전화주문 고객,193,40-44,경상남도
2692,pp1005,121000,29,남자,유튜브광고,PC,개인,전화주문 고객,183,25-29,경상북도
2693,pp1007,337260,32,남자,유튜브광고,PC,개인,전화주문 고객,61,30-34,부산광역시
2694,pp1008,199980,32,남자,전단지광고,PC,개인,전화주문 고객,0,30-34,전라북도
2695,pp1009,215490,32,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,경상북도
2696,pp101,908320,36,남자,이메일광고,PC,개인,전화주문 고객,225,35-39,강원도
2697,pp1010,211730,26,남자,유튜브광고,PC,개인,전화주문 고객,21,25-29,부산광역시
2698,pp1011,80410,29,남자,유튜브광고,PC,개인,전화주문 고객,203,25-29,충청남도
2699,pp1013,437640,38,남자,전단지광고,PC,개인,전화주문 고객,189,35-39,광주광역시
2700,pp1014,1321250,40,남자,유튜브광고,PC,개인,전화주문 고객,184,40-44,경상북도
2701,pp1015,78870,31,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,부산광역시
2702,pp1017,1385890,21,남자,유튜브광고,PC,개인,전화주문 고객,179,20-24,전라북도
2703,pp1018,308090,32,남자,유튜브광고,PC,개인,전화주문 고객,35,30-34,경상남도
2704,pp1019,108110,29,남자,유튜브광고,PC,개인,전화주문 고객,165,25-29,강원도
2705,pp102,2063350,46,남자,블로그광고,PC,개인,전화주문 고객,337,45-49,전라북도
2706,pp1020,359360,34,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,경기도
2707,pp1021,441330,25,남자,유튜브광고,PC,개인,전화주문 고객,162,25-29,전라남도
2708,pp1022,132260,27,남자,유튜브광고,PC,개인,전화주문 고객,164,25-29,인천광역시
2709,pp1023,157740,29,남자,유튜브광고,PC,개인,전화주문 고객,49,25-29,대구광역시
2710,pp1024,389000,23,남자,유튜브광고,PC,개인,전화주문 고객,195,20-24,경상북도
2711,pp1025,433760,28,남자,유튜브광고,PC,개인,전화주문 고객,196,25-29,경기도
2712,pp1026,567180,27,남자,유튜브광고,PC,개인,전화주문 고객,125,25-29,전라남도
2713,pp1027,497000,31,남자,유튜브광고,PC,개인,전화주문 고객,1,30-34,대구광역시
2714,pp1028,82170,31,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,인천광역시
2715,pp1029,58410,31,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,부산광역시
2716,pp103,72000,32,남자,이메일광고,PC,개인,전화주문 고객,0,30-34,경기도
2717,pp1030,898770,40,남자,유튜브광고,PC,개인,전화주문 고객,191,40-44,경기도
2718,pp1031,116000,32,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,강원도
2719,pp1032,10540,31,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,충청남도
2720,pp1033,258860,27,남자,유튜브광고,PC,개인,전화주문 고객,194,25-29,경기도
2721,pp1034,47390,28,남자,유튜브광고,PC,개인,전화주문 고객,55,25-29,경기도
2722,pp1035,22580,30,남자,유튜브광고,PC,개인,전화주문 고객,15,30-34,경상남도
2723,pp1036,98320,30,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,부산광역시
2724,pp1037,527180,29,남자,유튜브광고,PC,개인,전화주문 고객,194,25-29,제주특별자치도
2725,pp1038,494555,41,남자,유튜브광고,PC,개인,전화주문 고객,0,40-44,부산광역시
2726,pp1039,554510,27,남자,유튜브광고,PC,개인,전화주문 고객,186,25-29,경상북도
2727,pp104,378040,31,남자,이메일광고,PC,개인,전화주문 고객,176,30-34,인천광역시
2728,pp1040,1147520,23,남자,유튜브광고,PC,개인,전화주문 고객,98,20-24,충청북도
2729,pp1041,669100,24,남자,유튜브광고,PC,개인,전화주문 고객,140,20-24,경기도
2730,pp1042,742790,40,남자,유튜브광고,PC,개인,전화주문 고객,170,40-44,대구광역시
2731,pp1043,71450,31,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,전라남도
2732,pp1044,113520,30,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,경상남도
2733,pp1045,515790,30,남자,유튜브광고,PC,개인,전화주문 고객,70,30-34,강원도
2734,pp1046,400950,23,남자,유튜브광고,PC,개인,전화주문 고객,23,20-24,부산광역시
2735,pp1047,283800,25,남자,유튜브광고,PC,개인,전화주문 고객,64,25-29,경상북도
2736,pp1048,144540,29,남자,유튜브광고,PC,개인,전화주문 고객,2,25-29,경상북도
2737,pp1049,86930,31,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,충청북도
2738,pp105,986040,22,남자,이메일광고,PC,개인,전화주문 고객,406,20-24,경상남도
2739,pp1050,233410,30,남자,유튜브광고,PC,개인,전화주문 고객,115,30-34,인천광역시
2740,pp1051,9389980,40,남자,유튜브광고,PC,개인,전화주문 고객,188,40-44,경기도
2741,pp1053,373810,27,남자,유튜브광고,PC,개인,전화주문 고객,171,25-29,충청남도
2742,pp1054,1272885,40,남자,유튜브광고,PC,개인,전화주문 고객,173,40-44,광주광역시
2743,pp1055,1308940,35,남자,유튜브광고,PC,개인,전화주문 고객,139,35-39,강원도
2744,pp1056,261360,30,남자,유튜브광고,PC,개인,전화주문 고객,6,30-34,인천광역시
2745,pp1057,140750,32,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,충청북도
2746,pp1058,77220,31,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,경기도
2747,pp1059,132500,32,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,전라북도
2748,pp106,464040,24,남자,이메일광고,PC,개인,전화주문 고객,392,20-24,경기도
2749,pp1060,1043700,21,남자,유튜브광고,PC,개인,전화주문 고객,93,20-24,부산광역시
2750,pp1061,153120,32,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,경상남도
2751,pp1063,1366510,22,남자,유튜브광고,PC,개인,전화주문 고객,156,20-24,충청북도
2752,pp1064,388190,34,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,경기도
2753,pp1065,308410,45,남자,블로그광고,PC,개인,전화주문 고객,112,45-49,경기도
2754,pp1067,118140,32,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,경상북도
2755,pp1068,1180110,40,남자,유튜브광고,PC,개인,전화주문 고객,180,40-44,대구광역시
2756,pp1069,583260,26,남자,유튜브광고,PC,개인,전화주문 고객,82,25-29,경기도
2757,pp107,2111570,53,남자,블로그광고,PC,사업자,전화주문 고객,152,50-54,부산광역시
2758,pp1070,144540,27,남자,유튜브광고,PC,개인,전화주문 고객,6,25-29,서울특별시
2759,pp1071,192540,29,남자,유튜브광고,PC,개인,전화주문 고객,124,25-29,경기도
2760,pp1072,70620,31,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,강원도
2761,pp1073,51140,30,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,제주특별자치도
2762,pp1074,83730,31,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,세종특별자치시
2763,pp1075,238800,21,남자,유튜브광고,PC,개인,전화주문 고객,173,20-24,경상남도
2764,pp1076,385980,29,남자,유튜브광고,PC,개인,전화주문 고객,104,25-29,경기도
2765,pp1077,68970,31,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,강원도
2766,pp1078,305160,27,남자,유튜브광고,PC,개인,전화주문 고객,116,25-29,충청남도
2767,pp1079,78870,30,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,경상북도
2768,pp108,300800,37,남자,신문광고,PC,개인,전화주문 고객,0,35-39,강원도
2769,pp1080,283640,33,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,충청남도
2770,pp1081,238040,33,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,경상남도
2771,pp1082,214340,32,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,충청북도
2772,pp1083,418040,34,남자,유튜브광고,PC,개인,전화주문 고객,155,30-34,대전광역시
2773,pp1084,119020,32,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,경상북도
2774,pp1085,272750,22,남자,유튜브광고,PC,개인,전화주문 고객,167,20-24,경기도
2775,pp1086,285110,29,남자,유튜브광고,PC,사업자,전화주문 고객,2,25-29,충청남도
2776,pp1087,76400,30,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,경기도
2777,pp1088,530170,22,남자,유튜브광고,PC,개인,전화주문 고객,147,20-24,경기도
2778,pp1089,729200,25,남자,유튜브광고,PC,개인,전화주문 고객,160,25-29,서울특별시
2779,pp109,237400,75,남자,신문광고,PC,개인,전화주문 고객,68,75-79,대구광역시
2780,pp1090,440560,29,남자,유튜브광고,PC,개인,전화주문 고객,153,25-29,전라남도
2781,pp1091,87120,31,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,충청남도
2782,pp1092,67320,31,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,인천광역시
2783,pp1093,123420,30,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,강원도
2784,pp1094,190660,24,남자,유튜브광고,PC,개인,전화주문 고객,157,20-24,경기도
2785,pp1095,124250,32,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,부산광역시
2786,pp1096,232820,33,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,경기도
2787,pp1097,317100,28,남자,유튜브광고,PC,개인,전화주문 고객,120,25-29,강원도
2788,pp1098,446180,40,남자,유튜브광고,PC,개인,전화주문 고객,164,40-44,대전광역시
2789,pp1099,229780,26,남자,유튜브광고,PC,개인,전화주문 고객,129,25-29,경상남도
2790,pp110,82000,32,남자,이메일광고,PC,개인,전화주문 고객,0,30-34,서울특별시
2791,pp1100,246710,30,남자,유튜브광고,PC,개인,전화주문 고객,115,30-34,충청북도
2792,pp1101,592690,24,남자,유튜브광고,PC,사업자,전화주문 고객,128,20-24,광주광역시
2793,pp1102,180400,32,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,대전광역시
2794,pp1103,937120,33,남자,유튜브광고,PC,개인,전화주문 고객,42,30-34,경상남도
2795,pp1105,78870,31,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,전라남도
2796,pp1106,1131410,36,남자,유튜브광고,PC,개인,전화주문 고객,122,35-39,충청남도
2797,pp1107,63470,31,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,부산광역시
2798,pp1108,132500,31,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,광주광역시
2799,pp1109,93720,32,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,경상북도
2800,pp111,70000,32,남자,이메일광고,PC,개인,전화주문 고객,0,30-34,경기도
2801,pp1110,106920,32,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,경상남도
2802,pp1111,196290,29,남자,유튜브광고,PC,개인,전화주문 고객,136,25-29,경상북도
2803,pp1112,116000,32,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,강원도
2804,pp1113,386880,32,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,인천광역시
2805,pp1114,150250,40,남자,유튜브광고,PC,개인,전화주문 고객,142,40-44,경기도
2806,pp1115,640470,22,남자,유튜브광고,PC,개인,전화주문 고객,155,20-24,울산광역시
2807,pp1116,447040,26,남자,유튜브광고,PC,개인,전화주문 고객,76,25-29,대전광역시
2808,pp1117,158820,29,남자,유튜브광고,PC,개인,전화주문 고객,1,25-29,광주광역시
2809,pp1118,72270,31,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,경기도
2810,pp1119,1122350,27,남자,유튜브광고,PC,개인,전화주문 고객,107,25-29,부산광역시
2811,pp112,471870,31,남자,이메일광고,PC,개인,전화주문 고객,276,30-34,인천광역시
2812,pp1120,1449890,40,남자,유튜브광고,PC,개인,전화주문 고객,154,40-44,경상남도
2813,pp1121,425020,26,남자,유튜브광고,PC,개인,전화주문 고객,106,25-29,경기도
2814,pp1122,371920,31,남자,유튜브광고,PC,개인,전화주문 고객,21,30-34,서울특별시
2815,pp1124,217800,33,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,제주특별자치도
2816,pp1125,78870,29,남자,유튜브광고,PC,개인,전화주문 고객,4,25-29,경상북도
2817,pp1126,661210,33,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,충청남도
2818,pp1127,138770,31,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,충청북도
2819,pp1128,68970,30,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,충청남도
2820,pp1129,385410,31,남자,유튜브광고,PC,개인,전화주문 고객,63,30-34,경기도
2821,pp113,646200,30,남자,이메일광고,PC,개인,전화주문 고객,423,30-34,경기도
2822,pp1130,95110,32,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,충청남도
2823,pp1131,365310,34,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,대구광역시
2824,pp1132,68970,46,남자,블로그광고,PC,개인,일반,0,45-49,부산광역시
2825,pp1133,182820,47,남자,블로그광고,PC,개인,일반,0,45-49,경상북도
2826,pp1134,88770,32,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,경상북도
2827,pp1135,51470,28,남자,유튜브광고,PC,개인,전화주문 고객,99,25-29,경상북도
2828,pp1136,282810,33,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,전라남도
2829,pp1137,312160,25,남자,유튜브광고,PC,개인,전화주문 고객,85,25-29,경상남도
2830,pp1138,153760,26,남자,유튜브광고,PC,개인,전화주문 고객,99,25-29,경상남도
2831,pp1139,70620,31,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,경상북도
2832,pp114,77000,32,남자,이메일광고,PC,개인,전화주문 고객,0,30-34,대전광역시
2833,pp1140,259770,33,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,경상남도
2834,pp1141,215820,32,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,서울특별시
2835,pp1142,432030,34,남자,유튜브광고,PC,개인,전화주문 고객,132,30-34,충청북도
2836,pp1143,142070,31,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,경기도
2837,pp1144,190740,31,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,경상남도
2838,pp1145,87120,30,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,경상남도
2839,pp1146,87180,31,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,대구광역시
2840,pp1147,147850,32,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,제주특별자치도
2841,pp1148,398700,35,남자,유튜브광고,PC,개인,전화주문 고객,0,35-39,부산광역시
2842,pp1149,82170,31,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,경상남도
2843,pp115,168300,31,남자,이메일광고,PC,개인,전화주문 고객,1,30-34,인천광역시
2844,pp1150,78870,31,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,경기도
2845,pp1151,114950,30,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,경기도
2846,pp1152,461710,30,남자,유튜브광고,PC,개인,전화주문 고객,116,30-34,부산광역시
2847,pp1153,147850,32,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,부산광역시
2848,pp1154,76400,31,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,부산광역시
2849,pp1155,190940,27,남자,유튜브광고,PC,개인,전화주문 고객,75,25-29,경기도
2850,pp1156,78870,31,남자,유튜브광고,PC,개인,전화주문 고객,6,30-34,부산광역시
2851,pp1157,51810,31,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,부산광역시
2852,pp1158,74120,31,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,부산광역시
2853,pp116,162000,33,남자,이메일광고,PC,개인,전화주문 고객,0,30-34,서울특별시
2854,pp1160,168720,26,남자,유튜브광고,PC,개인,전화주문 고객,18,25-29,부산광역시
2855,pp1161,80670,31,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,경기도
2856,pp1162,258060,33,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,경기도
2857,pp1163,494110,24,남자,유튜브광고,PC,개인,전화주문 고객,120,20-24,부산광역시
2858,pp1164,147850,31,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,부산광역시
2859,pp1165,149490,32,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,서울특별시
2860,pp1166,139120,29,남자,유튜브광고,PC,개인,전화주문 고객,74,25-29,부산광역시
2861,pp1167,159390,31,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,경기도
2862,pp1168,250940,24,남자,유튜브광고,PC,개인,전화주문 고객,91,20-24,충청남도
2863,pp1169,76400,31,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,서울특별시
2864,pp117,875540,38,남자,신문광고,PC,개인,전화주문 고객,211,35-39,경상북도
2865,pp1170,143270,31,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,서울특별시
2866,pp1171,590260,40,남자,유튜브광고,PC,개인,전화주문 고객,141,40-44,부산광역시
2867,pp1172,129300,29,남자,유튜브광고,PC,사업자,전화주문 고객,112,25-29,서울특별시
2868,pp1173,16150,31,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,서울특별시
2869,pp1175,568290,40,남자,유튜브광고,PC,개인,전화주문 고객,119,40-44,부산광역시
2870,pp1176,177870,31,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,서울특별시
2871,pp1177,475550,25,남자,유튜브광고,PC,개인,전화주문 고객,64,25-29,부산광역시
2872,pp1178,1280970,23,남자,유튜브광고,PC,개인,전화주문 고객,119,20-24,경상남도
2873,pp1179,41730,31,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,부산광역시
2874,pp118,70000,32,남자,이메일광고,PC,개인,전화주문 고객,0,30-34,경상남도
2875,pp1180,306630,25,남자,유튜브광고,PC,개인,전화주문 고객,124,25-29,경기도
