,ID,나이,성별,유입경로,유입기기,회원구분,구매여부,주소(동/읍/면),AgeGroup
2959,pp1044,30,남자,유튜브광고,PC,전화주문 고객,1,경상남도,30-35
2960,pp1045,30,남자,유튜브광고,PC,전화주문 고객,1,강원도,30-35
2961,pp1046,23,남자,유튜브광고,PC,전화주문 고객,1,부산광역시,20-25
2962,pp1047,25,남자,유튜브광고,PC,전화주문 고객,1,경상북도,25-30
2963,pp1048,29,남자,유튜브광고,PC,전화주문 고객,1,경상북도,25-30
2964,pp1049,31,남자,유튜브광고,PC,전화주문 고객,1,충청북도,30-35
2965,t8664094,40,여자,지인추천,PC,딜러 유치 회원,1,부산광역시,40-45
2966,wonsim74,47,남자,인터넷검색,모바일,일반,1,경상남도,45-50
2967,39723561@n,46,남자,SNS광고,모바일,일반,1,경상북도,45-50
2968,4231640088@g,49,남자,블로그광고,모바일,일반,1,전라북도,45-50
2969,dydwls5050,40,남자,인터넷검색,모바일,사업자,1,부산광역시,40-45
2970,fourlangsun,40,남자,인터넷검색,모바일,사업자,1,경상북도,40-45
2971,j7m14y,36,남자,카카오톡광고,모바일,사업자,1,인천광역시,35-40
2972,nain09,28,남자,인터넷검색,PC,일반,1,경상남도,25-30
2973,parksusa,45,남자,인터넷검색,모바일,사업자,1,충청남도,45-50
2974,pp1050,30,남자,유튜브광고,PC,전화주문 고객,1,인천광역시,30-35
2975,pp1051,40,남자,유튜브광고,PC,전화주문 고객,1,경기도,40-45
2976,pp1053,27,남자,유튜브광고,PC,전화주문 고객,1,충청남도,25-30
2977,qwqweer,42,남자,블로그광고,PC,사업자,1,충청남도,40-45
2978,sou1124,45,남자,전단지광고,모바일,사업자,1,대구광역시,45-50
2979,yjlee8111,39,여자,전단지광고,PC,사업자,1,울산광역시,35-40
2980,158430199@n,41,남자,SNS광고,모바일,일반,1,경기도,40-45
2981,2657161@n,26,남자,카카오톡광고,모바일,일반,1,서울특별시,25-30
2982,37937963@n,41,남자,SNS광고,모바일,일반,1,부산광역시,40-45
2983,78451313@n,47,남자,SNS광고,모바일,일반,1,경기도,45-50
2984,964941017@k,40,남자,SNS광고,모바일,일반,1,경상남도,40-45
2985,adelaide09,44,남자,전단지광고,모바일,사업자,1,제주특별자치도,40-45
2986,alsrud2327,40,여자,인터넷검색,모바일,사업자,1,경상남도,40-45
2987,jj828180,55,남자,전단지광고,모바일,사업자,1,대전광역시,55-60
2988,kdw12301,40,남자,인터넷검색,PC,일반,1,대구광역시,40-45
2989,kkj7533,44,남자,전단지광고,모바일,사업자,1,경상북도,40-45
2990,lovelysy8098,42,남자,잡지광고,모바일,일반,1,충청남도,40-45
2991,namhae,31,남자,전단지광고,PC,사업자,1,대구광역시,30-35
2992,oyos82,43,남자,전단지광고,PC,일반,1,부산광역시,40-45
2993,pp1054,40,남자,유튜브광고,PC,전화주문 고객,1,광주광역시,40-45
2994,pp1055,35,남자,유튜브광고,PC,전화주문 고객,1,강원도,35-40
2995,pp1056,30,남자,유튜브광고,PC,전화주문 고객,1,인천광역시,30-35
2996,qa1234,42,남자,SNS광고,모바일,사업자,1,강원도,40-45
2997,qpt8526,44,남자,전단지광고,PC,일반,1,경기도,40-45
2998,sm7117,45,남자,전단지광고,PC,사업자,1,인천광역시,45-50
2999,victorychk1,41,남자,전단지광고,모바일,일반,1,경상북도,40-45
3000,44596724@n,40,남자,SNS광고,모바일,일반,1,강원도,40-45
3001,lks042,33,남자,카카오톡광고,모바일,사업자,1,경상남도,30-35
3002,moony63,35,남자,전단지광고,모바일,사업자,1,부산광역시,35-40
3003,40950692@n,40,남자,SNS광고,모바일,일반,1,경상남도,40-45
3004,966105191@k,45,남자,SNS광고,모바일,일반,1,경기도,45-50
3005,craftbros,44,남자,전단지광고,PC,사업자,1,세종특별자치시,40-45
3006,jah0987,39,남자,인터넷검색,PC,사업자,1,광주광역시,35-40
3007,pp1057,32,남자,유튜브광고,PC,전화주문 고객,1,충청북도,30-35
3008,pp1058,31,남자,유튜브광고,PC,전화주문 고객,1,경기도,30-35
3009,smallposco2,46,남자,기타,PC,사업자,1,전라남도,45-50
3010,songeunji,47,남자,인터넷검색,모바일,일반,1,경기도,45-50
3011,tlsdnjs21,45,남자,인터넷검색,모바일,사업자,1,광주광역시,45-50
3012,krkrkr3377,22,여자,지인추천,모바일,사업자,1,경상남도,20-25
3013,ys3409,38,남자,SNS광고,모바일,일반,1,대구광역시,35-40
3014,13532597@n,31,남자,유튜브광고,PC,일반,1,인천광역시,30-35
3015,7478639@n,48,남자,블로그광고,모바일,일반,1,경상북도,45-50
3016,pjm4852,44,남자,인터넷검색,모바일,사업자,1,경기도,40-45
3017,sbd2018,32,남자,인터넷검색,PC,사업자,1,강원도,30-35
3018,94527298@n,45,남자,SNS광고,모바일,일반,1,경상남도,45-50
3019,hows21,46,남자,지인추천,모바일,일반,1,경상북도,45-50
3020,hyunmi213,27,여자,전단지광고,모바일,일반,1,제주특별자치도,25-30
3021,kynging,36,남자,지인추천,모바일,사업자,1,충청북도,35-40
3022,odh99,40,여자,전단지광고,모바일,사업자,1,충청남도,40-45
3023,pp1059,32,남자,유튜브광고,PC,전화주문 고객,1,전라북도,30-35
3024,pp1060,21,남자,유튜브광고,PC,전화주문 고객,1,부산광역시,20-25
3025,pp1061,32,남자,유튜브광고,PC,전화주문 고객,1,경상남도,30-35
3026,exit777,44,남자,인터넷검색,모바일,사업자,1,부산광역시,40-45
3027,pp1063,22,남자,유튜브광고,PC,전화주문 고객,1,충청북도,20-25
3028,pp1064,34,남자,유튜브광고,PC,전화주문 고객,1,경기도,30-35
3029,pp1065,45,남자,블로그광고,PC,전화주문 고객,1,경기도,45-50
3030,redox7905,48,남자,블로그광고,모바일,일반,1,경기도,45-50
3031,sin3friend,46,남자,SNS광고,모바일,일반,1,광주광역시,45-50
3032,skkk,46,남자,기타,모바일,사업자,1,경상남도,45-50
3033,you1234,40,남자,인터넷검색,PC,특별회원,1,서울특별시,40-45
3034,yun012369,44,남자,SNS광고,모바일,일반,1,경상남도,40-45
3035,125302599@n,48,남자,블로그광고,PC,일반,1,서울특별시,45-50
3036,28566606@n,31,남자,카카오톡광고,모바일,일반,1,충청북도,30-35
3037,53100435@n,79,남자,신문광고,모바일,일반,1,전라남도,75-80
3038,69990481@n,31,남자,카카오톡광고,모바일,일반,1,충청북도,30-35
3039,ab2911,46,남자,전단지광고,모바일,일반,1,경상남도,45-50
3040,andylee0125,45,남자,전단지광고,PC,사업자,1,대전광역시,45-50
3041,asd8622,40,남자,전단지광고,모바일,일반,1,강원도,40-45
3042,godakstp22,40,남자,지인추천,PC,특별회원,1,서울특별시,40-45
3043,gudsla79,45,남자,전단지광고,모바일,사업자,1,인천광역시,45-50
3044,pp1067,32,남자,유튜브광고,PC,전화주문 고객,1,경상북도,30-35
3045,pp1068,40,남자,유튜브광고,PC,전화주문 고객,1,대구광역시,40-45
3046,pp1069,26,남자,유튜브광고,PC,전화주문 고객,1,경기도,25-30
3047,pp1070,27,남자,유튜브광고,PC,전화주문 고객,1,서울특별시,25-30
3048,158123364@n,51,남자,블로그광고,PC,일반,1,경상북도,50-55
3049,82371989@n,41,남자,SNS광고,모바일,일반,1,충청북도,40-45
3050,a01027293223,21,남자,기타,PC,딜러 유치 회원,1,충청북도,20-25
3051,a0314337004,40,여자,기타,PC,딜러 유치 회원,1,경기도,40-45
3052,dlrudgh34,21,남자,카카오톡광고,모바일,일반,1,전라북도,20-25
3053,egg7878,28,여자,카카오톡광고,모바일,일반,1,인천광역시,25-30
3054,hallohanoi,45,남자,기타,PC,사업자,1,서울특별시,45-50
3055,kth3224,40,여자,인터넷검색,모바일,일반,1,대구광역시,40-45
3056,pp1071,29,남자,유튜브광고,PC,전화주문 고객,1,경기도,25-30
3057,pp1072,31,남자,유튜브광고,PC,전화주문 고객,1,강원도,30-35
3058,pp1073,30,남자,유튜브광고,PC,전화주문 고객,1,제주특별자치도,30-35
3059,un8416,44,남자,기타,모바일,딜러 유치 회원,1,충청북도,40-45
3060,young2230,45,남자,잡지광고,모바일,사업자,1,경상남도,45-50
3061,23289197@n,47,남자,SNS광고,모바일,일반,1,경상남도,45-50
3062,32348330@n,27,남자,카카오톡광고,모바일,일반,1,경상북도,25-30
3063,975456358@k,46,남자,SNS광고,모바일,일반,1,서울특별시,45-50
3064,bwv73,38,남자,전단지광고,PC,사업자,1,인천광역시,35-40
3065,mopia22,32,남자,카카오톡광고,모바일,일반,1,인천광역시,30-35
3066,pp1074,31,남자,유튜브광고,PC,전화주문 고객,1,세종특별자치시,30-35
3067,pp1075,21,남자,유튜브광고,PC,전화주문 고객,1,경상남도,20-25
3068,pp1076,29,남자,유튜브광고,PC,전화주문 고객,1,경기도,25-30
3069,pp1077,31,남자,유튜브광고,PC,전화주문 고객,1,강원도,30-35
3070,seo30312,45,남자,인터넷검색,PC,사업자,1,제주특별자치도,45-50
3071,tel4923,47,남자,인터넷검색,모바일,사업자,1,경상남도,45-50
3072,88741015@n,44,남자,블로그광고,PC,일반,1,대구광역시,40-45
3073,976632086@k,65,남자,인터넷기사광고,모바일,일반,1,제주특별자치도,65-70
3074,asd0908,22,여자,카카오톡광고,모바일,일반,1,서울특별시,20-25
3075,cjdrldhk1,44,남자,인터넷검색,PC,사업자,1,경상남도,40-45
3076,firewater2,45,남자,전단지광고,PC,일반,1,인천광역시,45-50
3077,jssj0107,30,여자,전단지광고,모바일,사업자,1,부산광역시,30-35
3078,152269897@n,40,여자,SNS광고,모바일,일반,1,전라남도,40-45
3079,22100861@n,35,남자,유튜브광고,PC,일반,1,부산광역시,35-40
3080,26778142@n,40,여자,SNS광고,모바일,일반,1,부산광역시,40-45
3081,50745962@n,47,남자,블로그광고,PC,일반,1,경기도,45-50
3082,5456796@n,44,남자,SNS광고,모바일,일반,1,전라북도,40-45
3083,977218950@k,40,남자,SNS광고,모바일,일반,1,인천광역시,40-45
3084,a0317893533,23,남자,기타,PC,딜러 유치 회원,1,경기도,20-25
3085,bowkh2,38,남자,지인추천,모바일,사업자,1,서울특별시,35-40
3086,hostlee,34,남자,카카오톡광고,모바일,사업자,1,경상북도,30-35
3087,hyunju6156,39,남자,지인추천,모바일,사업자,1,광주광역시,35-40
3088,inhwa00566,33,남자,인터넷검색,PC,사업자,1,경상북도,30-35
3089,isucoffee,44,남자,인터넷검색,모바일,사업자,1,서울특별시,40-45
3090,koozz1027,38,남자,인터넷검색,PC,일반,1,강원도,35-40
3091,msjlove123,39,남자,인터넷검색,PC,일반,1,경상북도,35-40
3092,ozomo2008,25,여자,잡지광고,PC,사업자,1,인천광역시,25-30
3093,pp1078,27,남자,유튜브광고,PC,전화주문 고객,1,충청남도,25-30
3094,pp1079,30,남자,유튜브광고,PC,전화주문 고객,1,경상북도,30-35
3095,pp1080,33,남자,유튜브광고,PC,전화주문 고객,1,충청남도,30-35
3096,pp1081,33,남자,유튜브광고,PC,전화주문 고객,1,경상남도,30-35
3097,pp1082,32,남자,유튜브광고,PC,전화주문 고객,1,충청북도,30-35
3098,s2duds2,46,남자,인터넷검색,모바일,사업자,1,대구광역시,45-50
3099,yunsun0814,42,남자,전단지광고,PC,사업자,1,전라북도,40-45
3100,aerojump,39,남자,전단지광고,PC,사업자,1,강원도,35-40
3101,ims0125,42,남자,인터넷검색,모바일,사업자,1,서울특별시,40-45
3102,jiaoyanji,30,남자,전단지광고,모바일,사업자,1,광주광역시,30-35
3103,jiwon1459,32,남자,카카오톡광고,모바일,사업자,1,서울특별시,30-35
3104,pp1083,34,남자,유튜브광고,PC,전화주문 고객,1,대전광역시,30-35
3105,pp1084,32,남자,유튜브광고,PC,전화주문 고객,1,경상북도,30-35
3106,rlqkq12,40,남자,전단지광고,모바일,사업자,1,충청남도,40-45
3107,sushincook,37,남자,지인추천,모바일,딜러 유치 회원,1,부산광역시,35-40
3108,themidam,33,남자,인터넷검색,PC,사업자,1,경상남도,30-35
3109,wori0707,40,여자,인터넷검색,PC,사업자,1,서울특별시,40-45
3110,yun12369,44,남자,인터넷검색,모바일,사업자,1,경상남도,40-45
3111,16555569@n,47,남자,SNS광고,모바일,일반,1,경기도,45-50
3112,47260464@n,34,남자,카카오톡광고,모바일,일반,1,충청북도,30-35
3113,haok0525,34,남자,전단지광고,PC,사업자,1,경상남도,30-35
3114,her8487,40,남자,지인추천,모바일,일반,1,세종특별자치시,40-45
3115,jyh121212a,50,남자,잡지광고,모바일,사업자,1,경상남도,50-55
3116,lkylky88,44,남자,인터넷검색,모바일,사업자,1,서울특별시,40-45
3117,pp1085,22,남자,유튜브광고,PC,전화주문 고객,1,경기도,20-25
3118,pp1086,29,남자,유튜브광고,PC,전화주문 고객,1,충청남도,25-30
3119,127550622@n,45,남자,SNS광고,모바일,일반,1,경기도,45-50
3120,25236769@n,46,남자,SNS광고,모바일,일반,1,경기도,45-50
3121,38308162@n,47,남자,SNS광고,모바일,일반,1,경상북도,45-50
3122,cheolsan,44,남자,인터넷검색,PC,사업자,1,경기도,40-45
3123,han7940,45,남자,전단지광고,모바일,사업자,1,강원도,45-50
3124,lhc1018,26,남자,전단지광고,PC,사업자,1,부산광역시,25-30
3125,pp1087,30,남자,유튜브광고,PC,전화주문 고객,1,경기도,30-35
3126,pp1088,22,남자,유튜브광고,PC,전화주문 고객,1,경기도,20-25
3127,pp1089,25,남자,유튜브광고,PC,전화주문 고객,1,서울특별시,25-30
3128,pp1090,29,남자,유튜브광고,PC,전화주문 고객,1,전라남도,25-30
3129,pp1091,31,남자,유튜브광고,PC,전화주문 고객,1,충청남도,30-35
3130,pp1092,31,남자,유튜브광고,PC,전화주문 고객,1,인천광역시,30-35
3131,ssumer11,50,남자,전단지광고,PC,사업자,1,전라남도,50-55
3132,10579328@n,45,남자,SNS광고,모바일,일반,1,인천광역시,45-50
3133,39702143@n,48,남자,블로그광고,모바일,일반,1,대구광역시,45-50
3134,45068615@n,32,남자,카카오톡광고,모바일,일반,1,전라북도,30-35
3135,980291378@k,47,남자,SNS광고,모바일,일반,1,경기도,45-50
3136,ansrnjsgh,38,남자,잡지광고,PC,일반,1,전라남도,35-40
3137,bangjj1119,30,남자,기타,PC,사업자,1,부산광역시,30-35
3138,marble78,47,남자,블로그광고,PC,일반,1,대구광역시,45-50
3139,pp1093,30,남자,유튜브광고,PC,전화주문 고객,1,강원도,30-35
3140,pp1094,24,남자,유튜브광고,PC,전화주문 고객,1,경기도,20-25
3141,pp1095,32,남자,유튜브광고,PC,전화주문 고객,1,부산광역시,30-35
3142,pp1096,33,남자,유튜브광고,PC,전화주문 고객,1,경기도,30-35
3143,shj8930104,40,남자,잡지광고,모바일,사업자,1,부산광역시,40-45
3144,sunwoo3334,25,남자,잡지광고,모바일,사업자,1,충청남도,25-30
3145,5255348@n,48,남자,블로그광고,모바일,일반,1,경기도,45-50
3146,61689436@n,40,남자,SNS광고,모바일,일반,1,서울특별시,40-45
3147,70365707@n,43,남자,SNS광고,모바일,일반,1,오프라인,40-45
3148,rbfla9655,45,남자,인터넷검색,모바일,일반,1,전라남도,45-50
3149,98937774@n,47,남자,블로그광고,PC,일반,1,부산광역시,45-50
3150,dnfoddl,23,여자,잡지광고,모바일,사업자,1,인천광역시,20-25
3151,1472528@n,45,남자,SNS광고,모바일,일반,1,대전광역시,45-50
3152,busus80,46,남자,인터넷검색,모바일,일반,1,경기도,45-50
3153,haohao1441,66,남자,전단지광고,PC,사업자,1,경기도,65-70
3154,kjs9425,46,남자,전단지광고,모바일,사업자,1,경상북도,45-50
3155,kt10102345,40,여자,인터넷검색,PC,일반,1,경상남도,40-45
3156,myno16,39,남자,지인추천,모바일,일반,1,경기도,35-40
3157,najoa21,24,남자,전단지광고,PC,사업자,1,인천광역시,20-25
3158,pp1097,28,남자,유튜브광고,PC,전화주문 고객,1,강원도,25-30
3159,pp1098,40,남자,유튜브광고,PC,전화주문 고객,1,대전광역시,40-45
3160,pp1099,26,남자,유튜브광고,PC,전화주문 고객,1,경상남도,25-30
3161,pp1100,30,남자,유튜브광고,PC,전화주문 고객,1,충청북도,30-35
3162,pp1101,24,남자,유튜브광고,PC,전화주문 고객,1,광주광역시,20-25
3163,pp1102,32,남자,유튜브광고,PC,전화주문 고객,1,대전광역시,30-35
3164,pp1103,33,남자,유튜브광고,PC,전화주문 고객,1,경상남도,30-35
3165,pp1105,31,남자,유튜브광고,PC,전화주문 고객,1,전라남도,30-35
3166,qlcgksdl,36,남자,지인추천,PC,사업자,1,울산광역시,35-40
3167,sakara,40,남자,지인추천,모바일,사업자,1,경상남도,40-45
3168,stm0801,40,남자,지인추천,모바일,사업자,1,경상남도,40-45
3169,102764664@n,47,남자,블로그광고,PC,일반,1,대구광역시,45-50
3170,11569157@n,45,남자,SNS광고,모바일,일반,1,부산광역시,45-50
3171,17181616@n,41,남자,SNS광고,모바일,일반,1,서울특별시,40-45
3172,982886566@k,46,남자,SNS광고,모바일,일반,1,경기도,45-50
3173,amc8233,47,남자,전단지광고,PC,일반,1,경상남도,45-50
3174,dojaehyuk,22,남자,카카오톡광고,모바일,사업자,1,대구광역시,20-25
3175,goodplay13,45,남자,지인추천,모바일,일반,1,부산광역시,45-50
3176,iove3519,44,남자,지인추천,PC,사업자,1,대구광역시,40-45
3177,namu4212,40,남자,인터넷검색,모바일,사업자,1,경상북도,40-45
3178,pp1106,36,남자,유튜브광고,PC,전화주문 고객,1,충청남도,35-40
3179,pp1107,31,남자,유튜브광고,PC,전화주문 고객,1,부산광역시,30-35
3180,qhssmdwjr,40,남자,잡지광고,모바일,일반,1,충청북도,40-45
3181,sangjin0301,45,남자,인터넷검색,PC,사업자,1,경기도,45-50
3182,sozja30,30,남자,잡지광고,모바일,일반,1,경상북도,30-35
3183,t5165561,46,남자,지인추천,PC,딜러 유치 회원,1,부산광역시,45-50
3184,ujong08,36,남자,인터넷검색,PC,일반,1,대구광역시,35-40
3185,984027113@k,47,남자,SNS광고,모바일,일반,1,광주광역시,45-50
3186,asm68k,39,남자,인터넷검색,PC,사업자,1,경기도,35-40
3187,bcdef3410,53,남자,전단지광고,모바일,사업자,1,전라북도,50-55
3188,lsm2541,44,남자,지인추천,모바일,사업자,1,대구광역시,40-45
3189,m4340,49,남자,지인추천,모바일,사업자,1,대전광역시,45-50
3190,pp1108,31,남자,유튜브광고,PC,전화주문 고객,1,광주광역시,30-35
3191,984388558@k,40,남자,SNS광고,모바일,일반,1,강원도,40-45
3192,a11250a,28,여자,지인추천,모바일,사업자,1,부산광역시,25-30
3193,changpo9814,26,남자,인터넷검색,PC,사업자,1,서울특별시,25-30
3194,kmh8880,32,남자,지인추천,모바일,사업자,1,경상남도,30-35
3195,park7346,29,남자,카카오톡광고,모바일,일반,1,경상남도,25-30
3196,wee1816,46,남자,SNS광고,모바일,일반,1,광주광역시,45-50
3197,khw0356,37,남자,전단지광고,PC,사업자,1,충청남도,35-40
3198,kim3388,26,남자,카카오톡광고,모바일,사업자,1,경기도,25-30
3199,pp1109,32,남자,유튜브광고,PC,전화주문 고객,1,경상북도,30-35
3200,pp1110,32,남자,유튜브광고,PC,전화주문 고객,1,경상남도,30-35
3201,sinny7722,47,남자,SNS광고,모바일,일반,1,충청북도,45-50
3202,dog6761,48,남자,블로그광고,모바일,일반,1,경기도,45-50
3203,jjs9537,40,남자,인터넷검색,모바일,사업자,1,경상남도,40-45
3204,wonkwang27,47,남자,블로그광고,PC,일반,1,경상북도,45-50
3205,17037228@n,45,남자,SNS광고,모바일,일반,1,경상남도,45-50
3206,20371974@n,43,남자,SNS광고,모바일,일반,1,서울특별시,40-45
3207,987070232@k,46,남자,SNS광고,모바일,일반,1,대구광역시,45-50
3208,987237750@k,46,남자,블로그광고,PC,일반,1,광주광역시,45-50
3209,clzksl,46,남자,잡지광고,모바일,사업자,1,제주특별자치도,45-50
3210,parkmi3395,39,남자,인터넷검색,PC,사업자,1,경기도,35-40
3211,sssuayo,36,남자,카카오톡광고,모바일,일반,1,경상남도,35-40
3212,16389333@n,47,남자,SNS광고,모바일,일반,1,대구광역시,45-50
3213,52318967@n,47,남자,블로그광고,PC,일반,1,경상남도,45-50
3214,78288730@n,42,남자,SNS광고,모바일,일반,1,전라남도,40-45
3215,95839389@n,46,남자,SNS광고,모바일,일반,1,대구광역시,45-50
3216,987474474@k,45,남자,SNS광고,모바일,일반,1,울산광역시,45-50
3217,gosomi2291,33,남자,인터넷검색,PC,사업자,1,서울특별시,30-35
3218,kbk1164,41,여자,기타,PC,사업자,1,제주특별자치도,40-45
3219,lankk2,47,남자,SNS광고,모바일,일반,1,경상북도,45-50
3220,pp1111,29,남자,유튜브광고,PC,전화주문 고객,1,경상북도,25-30
3221,pp1112,32,남자,유튜브광고,PC,전화주문 고객,1,강원도,30-35
3222,pp1113,32,남자,유튜브광고,PC,전화주문 고객,1,인천광역시,30-35
3223,pp1114,40,남자,유튜브광고,PC,전화주문 고객,1,경기도,40-45
3224,pp1115,22,남자,유튜브광고,PC,전화주문 고객,1,울산광역시,20-25
3225,t7820328,40,남자,지인추천,PC,딜러 유치 회원,1,부산광역시,40-45
3226,24309879@n,46,남자,SNS광고,모바일,일반,1,오프라인,45-50
3227,57515023@n,45,남자,SNS광고,모바일,일반,1,경상북도,45-50
3228,988292951@k,24,여자,카카오톡광고,모바일,일반,1,경상남도,20-25
3229,988392103@k,44,남자,블로그광고,PC,일반,1,대구광역시,40-45
3230,pp1116,26,남자,유튜브광고,PC,전화주문 고객,1,대전광역시,25-30
3231,pp1117,29,남자,유튜브광고,PC,전화주문 고객,1,광주광역시,25-30
3232,t3638280,46,남자,지인추천,PC,딜러 유치 회원,1,경상남도,45-50
3233,wndghkqkswja,43,남자,기타,PC,사업자,1,경기도,40-45
3234,105511281@n,47,남자,블로그광고,PC,일반,1,강원도,45-50
3235,7984963@n,45,남자,블로그광고,PC,일반,1,경상북도,45-50
3236,pp1118,31,남자,유튜브광고,PC,전화주문 고객,1,경기도,30-35
3237,pp1119,27,남자,유튜브광고,PC,전화주문 고객,1,부산광역시,25-30
3238,pp1120,40,남자,유튜브광고,PC,전화주문 고객,1,경상남도,40-45
3239,pp1121,26,남자,유튜브광고,PC,전화주문 고객,1,경기도,25-30
3240,149642034@n,26,여자,카카오톡광고,모바일,일반,1,충청북도,25-30
3241,21067862@n,39,남자,SNS광고,모바일,일반,1,충청남도,35-40
3242,33999133@n,40,남자,SNS광고,모바일,일반,1,부산광역시,40-45
3243,7690635@n,47,남자,블로그광고,PC,일반,1,경상남도,45-50
3244,989868507@k,38,남자,SNS광고,모바일,일반,1,오프라인,35-40
3245,jagikweon,40,여자,지인추천,PC,특별회원,1,인천광역시,40-45
3246,jmk0810,27,여자,유튜브광고,PC,사업자,1,경기도,25-30
3247,khyhcm,35,남자,기타,모바일,일반,1,경상남도,35-40
3248,njb8235,39,남자,전단지광고,PC,사업자,1,충청북도,35-40
3249,pp1122,31,남자,유튜브광고,PC,전화주문 고객,1,서울특별시,30-35
3250,pp1124,33,남자,유튜브광고,PC,전화주문 고객,1,제주특별자치도,30-35
3251,pp1125,29,남자,유튜브광고,PC,전화주문 고객,1,경상북도,25-30
3252,t7840082,55,남자,지인추천,PC,딜러 유치 회원,1,부산광역시,55-60
3253,deasung8424,47,남자,지인추천,모바일,일반,1,충청남도,45-50
3254,pp1126,33,남자,유튜브광고,PC,전화주문 고객,1,충청남도,30-35
3255,pp1127,31,남자,유튜브광고,PC,전화주문 고객,1,충청북도,30-35
3256,pp1128,30,남자,유튜브광고,PC,전화주문 고객,1,충청남도,30-35
3257,rubi1212,39,남자,지인추천,모바일,사업자,1,부산광역시,35-40
3258,songchunil,43,남자,지인추천,PC,사업자,1,대구광역시,40-45
3259,73058186@n,40,남자,SNS광고,모바일,일반,1,울산광역시,40-45
3260,underounds,44,남자,인터넷검색,모바일,사업자,1,인천광역시,40-45
3261,1644720635@g,42,남자,블로그광고,PC,일반,1,전라남도,40-45
3262,eum0410,45,남자,인터넷검색,PC,사업자,1,경기도,45-50
3263,pp1129,31,남자,유튜브광고,PC,전화주문 고객,1,경기도,30-35
3264,pp1130,32,남자,유튜브광고,PC,전화주문 고객,1,충청남도,30-35
3265,qkrxodidqkr,44,남자,인터넷검색,PC,사업자,1,경기도,40-45
3266,96155729@n,27,남자,카카오톡광고,모바일,일반,1,경기도,25-30
3267,heri3608,46,남자,기타,PC,일반,1,경기도,45-50
3268,a0429359696,33,남자,기타,PC,딜러 유치 회원,1,대전광역시,30-35
3269,mrkim74,47,남자,지인추천,모바일,일반,1,광주광역시,45-50
3270,pp1131,34,남자,유튜브광고,PC,전화주문 고객,1,대구광역시,30-35
3271,pp1132,46,남자,블로그광고,PC,일반,1,부산광역시,45-50
3272,pp1133,47,남자,블로그광고,PC,일반,1,경상북도,45-50
3273,sfkrk,46,남자,전단지광고,PC,일반,1,전라북도,45-50
3274,tong2400,50,남자,블로그광고,모바일,일반,1,경기도,50-55
3275,cy606800,45,남자,인터넷검색,모바일,사업자,1,인천광역시,45-50
3276,egg7676,45,남자,기타,모바일,사업자,1,강원도,45-50
3277,joie710,30,남자,인터넷검색,PC,일반,1,경기도,30-35
3278,pp1134,32,남자,유튜브광고,PC,전화주문 고객,1,경상북도,30-35
3279,pp1135,28,남자,유튜브광고,PC,전화주문 고객,1,경상북도,25-30
3280,40588813@n,43,남자,SNS광고,모바일,일반,1,대구광역시,40-45
3281,47802569@n,44,남자,SNS광고,모바일,일반,1,충청남도,40-45
3282,an3050,41,남자,전단지광고,모바일,사업자,1,부산광역시,40-45
3283,nsj8891,44,남자,SNS광고,모바일,사업자,1,서울특별시,40-45
3284,pp1136,33,남자,유튜브광고,PC,전화주문 고객,1,전라남도,30-35
3285,godakstp12,44,남자,인터넷검색,모바일,사업자,1,서울특별시,40-45
3286,som012,44,남자,인터넷검색,모바일,일반,1,충청남도,40-45
3287,40648393@n,46,남자,블로그광고,PC,일반,1,충청남도,45-50
3288,aoseekd,36,남자,카카오톡광고,모바일,사업자,1,서울특별시,35-40
3289,kdy808080,37,남자,잡지광고,모바일,사업자,1,인천광역시,35-40
3290,ksos2sby,45,남자,잡지광고,모바일,사업자,1,인천광역시,45-50
3291,pp1137,25,남자,유튜브광고,PC,전화주문 고객,1,경상남도,25-30
3292,pp1138,26,남자,유튜브광고,PC,전화주문 고객,1,경상남도,25-30
3293,pp1139,31,남자,유튜브광고,PC,전화주문 고객,1,경상북도,30-35
3294,998948808@k,39,남자,SNS광고,모바일,일반,1,충청북도,35-40
3295,yongdduk,45,남자,전단지광고,모바일,사업자,1,충청북도,45-50
3296,116083227@n,47,남자,SNS광고,모바일,일반,1,경기도,45-50
3297,75413424@n,47,남자,블로그광고,PC,일반,1,서울특별시,45-50
3298,biolopy,33,남자,전단지광고,PC,사업자,1,경상북도,30-35
3299,cho77d,46,남자,SNS광고,모바일,일반,1,광주광역시,45-50
3300,pp1140,33,남자,유튜브광고,PC,전화주문 고객,1,경상남도,30-35
3301,pp1141,32,남자,유튜브광고,PC,전화주문 고객,1,서울특별시,30-35
3302,pp1142,34,남자,유튜브광고,PC,전화주문 고객,1,충청북도,30-35
3303,pp1143,31,남자,유튜브광고,PC,전화주문 고객,1,경기도,30-35
3304,pp1144,31,남자,유튜브광고,PC,전화주문 고객,1,경상남도,30-35
3305,pp1145,30,남자,유튜브광고,PC,전화주문 고객,1,경상남도,30-35
3306,123465082@n,29,남자,카카오톡광고,모바일,일반,1,경상남도,25-30
3307,52001112@n,45,남자,SNS광고,모바일,일반,1,경상남도,45-50
3308,clemensekr,40,남자,지인추천,모바일,사업자,1,경기도,40-45
3309,hanwoo628383,40,남자,인터넷검색,모바일,사업자,1,경상북도,40-45
3310,lyseok3469,40,여자,지인추천,PC,사업자,1,인천광역시,40-45
